4FEZ-A,membrane-enclosed lumen,GO:0031974,0.0335
4FEZ-A,focal adhesion,GO:0005925,0.0000
4FEZ-A,early endosome,GO:0005769,0.0000
4FEZ-A,transporter complex,GO:1990351,0.0330
4FEZ-A,nuclear speck,GO:0016607,0.0000
4FEZ-A,mitochondrial ribosome,GO:0005761,0.0000
4FEZ-A,membrane microdomain,GO:0098857,0.0000
4FEZ-A,cell projection membrane,GO:0031253,0.0000
4FEZ-A,transport vesicle,GO:0030133,0.0001
4FEZ-A,chromosome, centromeric region,GO:0000775,0.0000
4FEZ-A,host cell plasma membrane,GO:0020002,0.0000
4FEZ-A,lamellipodium,GO:0030027,0.0000
4FEZ-A,cytoplasmic vesicle membrane,GO:0030659,0.0000
4FEZ-A,nuclear lumen,GO:0031981,0.0124
4FEZ-A,chromosome,GO:0005694,0.0985
4FEZ-A,mitochondrial small ribosomal subunit,GO:0005763,0.0000
4FEZ-A,cytoplasmic side of membrane,GO:0098562,0.0056
4FEZ-A,cytosolic large ribosomal subunit,GO:0022625,0.0152
4FEZ-A,small-subunit processome,GO:0032040,0.0006
4FEZ-A,pore complex,GO:0046930,0.0003
4FEZ-A,vacuole,GO:0005773,0.0044
4FEZ-A,synaptic vesicle,GO:0008021,0.0000
4FEZ-A,supramolecular polymer,GO:0099081,0.0015
4FEZ-A,transmembrane transporter complex,GO:1902495,0.0309
4FEZ-A,U4/U6 x U5 tri-snRNP complex,GO:0046540,0.0000
4FEZ-A,specific granule,GO:0042581,0.0000
4FEZ-A,intrinsic component of plasma membrane,GO:0031226,0.0908
4FEZ-A,ribonucleoprotein granule,GO:0035770,0.0002
4FEZ-A,photosystem I,GO:0009522,0.0003
4FEZ-A,light-harvesting complex,GO:0030076,0.0020
4FEZ-A,receptor complex,GO:0043235,0.0000
4FEZ-A,protein kinase complex,GO:1902911,0.0000
4FEZ-A,whole membrane,GO:0098805,0.0003
4FEZ-A,peroxisome,GO:0005777,0.0099
4FEZ-A,chloroplast thylakoid membrane,GO:0009535,0.0008
4FEZ-A,cytochrome complex,GO:0070069,0.0066
4FEZ-A,nucleolus,GO:0005730,0.0019
4FEZ-A,coated vesicle membrane,GO:0030662,0.0000
4FEZ-A,methyltransferase complex,GO:0034708,0.0034
4FEZ-A,nuclear outer membrane-endoplasmic reticulum membrane network,GO:0042175,0.0013
4FEZ-A,myofibril,GO:0030016,0.0000
4FEZ-A,endosome,GO:0005768,0.0000
4FEZ-A,organelle subcompartment,GO:0031984,0.0010
4FEZ-A,endomembrane system,GO:0012505,0.0073
4FEZ-A,extracellular matrix,GO:0031012,0.0067
4FEZ-A,somatodendritic compartment,GO:0036477,0.0001
4FEZ-A,secretory granule,GO:0030141,0.0002
4FEZ-A,synaptic membrane,GO:0097060,0.0000
4FEZ-A,plastid,GO:0009536,0.0250
4FEZ-A,serine/threonine protein kinase complex,GO:1902554,0.0000
4FEZ-A,host intracellular organelle,GO:0033647,0.0001
4FEZ-A,cullin-RING ubiquitin ligase complex,GO:0031461,0.0000
4FEZ-A,nuclear body,GO:0016604,0.0000
4FEZ-A,proteasome core complex,GO:0005839,0.0130
4FEZ-A,ficolin-1-rich granule,GO:0101002,0.0000
4FEZ-A,endocytic vesicle,GO:0030139,0.0005
4FEZ-A,cell periphery,GO:0071944,0.3756
4FEZ-A,cytoplasmic region,GO:0099568,0.0008
4FEZ-A,RNA polymerase complex,GO:0030880,0.0001
4FEZ-A,proton-transporting two-sector ATPase complex,GO:0016469,0.0269
4FEZ-A,cytosolic ribosome,GO:0022626,0.0168
4FEZ-A,proteasome regulatory particle,GO:0005838,0.0000
4FEZ-A,organellar large ribosomal subunit,GO:0000315,0.0001
4FEZ-A,mediator complex,GO:0016592,0.0000
4FEZ-A,sarcomere,GO:0030017,0.0000
4FEZ-A,large ribosomal subunit,GO:0015934,0.0153
4FEZ-A,U2-type spliceosomal complex,GO:0005684,0.0000
4FEZ-A,photosystem,GO:0009521,0.0017
4FEZ-A,organelle outer membrane,GO:0031968,0.0000
4FEZ-A,viral nucleocapsid,GO:0019013,0.0000
4FEZ-A,cell projection,GO:0042995,0.0060
4FEZ-A,late endosome,GO:0005770,0.0000
4FEZ-A,viral capsid,GO:0019028,0.0009
4FEZ-A,intracellular organelle lumen,GO:0070013,0.0554
4FEZ-A,host intracellular membrane-bounded organelle,GO:0033648,0.0001
4FEZ-A,postsynapse,GO:0098794,0.0001
4FEZ-A,lysosome,GO:0005764,0.0042
4FEZ-A,ribosomal subunit,GO:0044391,0.0371
4FEZ-A,plasma membrane region,GO:0098590,0.0001
4FEZ-A,chromatin,GO:0000785,0.0017
4FEZ-A,plastid thylakoid membrane,GO:0055035,0.0005
4FEZ-A,extracellular region,GO:0005576,0.1791
4FEZ-A,polymeric cytoskeletal fiber,GO:0099513,0.0004
4FEZ-A,perinuclear region of cytoplasm,GO:0048471,0.0000
4FEZ-A,transport vesicle membrane,GO:0030658,0.0000
4FEZ-A,catalytic complex,GO:1902494,0.5757
4FEZ-A,nuclear pore,GO:0005643,0.0000
4FEZ-A,histone methyltransferase complex,GO:0035097,0.0000
4FEZ-A,actin cytoskeleton,GO:0015629,0.0003
4FEZ-A,respiratory chain complex,GO:0098803,0.0043
4FEZ-A,vacuolar membrane,GO:0005774,0.0001
4FEZ-A,virion part,GO:0044423,0.0019
4FEZ-A,nucleoplasm,GO:0005654,0.0075
4FEZ-A,supramolecular fiber,GO:0099512,0.0016
4FEZ-A,non-membrane-bounded organelle,GO:0043228,0.1144
4FEZ-A,phycobilisome,GO:0030089,0.0009
4FEZ-A,dendrite,GO:0030425,0.0000
4FEZ-A,cell outer membrane,GO:0009279,0.0080
4FEZ-A,cell division site,GO:0032153,0.0155
4FEZ-A,cytoplasmic side of plasma membrane,GO:0009898,0.0019
4FEZ-A,nuclear chromatin,GO:0000790,0.0010
4FEZ-A,virion membrane,GO:0055036,0.0000
4FEZ-A,inner mitochondrial membrane protein complex,GO:0098800,0.0027
4FEZ-A,ribosome,GO:0005840,0.0393
4FEZ-A,thylakoid,GO:0009579,0.0234
4FEZ-A,nuclear envelope,GO:0005635,0.0001
4FEZ-A,spliceosomal snRNP complex,GO:0097525,0.0000
4FEZ-A,NADH dehydrogenase complex,GO:0030964,0.0041
4FEZ-A,nucleoid,GO:0009295,0.0335
4FEZ-A,respirasome,GO:0070469,0.0145
4FEZ-A,neuron to neuron synapse,GO:0098984,0.0000
4FEZ-A,bacterial-type flagellum,GO:0009288,0.0003
4FEZ-A,cell surface,GO:0009986,0.1787
4FEZ-A,host cell membrane,GO:0033644,0.0001
4FEZ-A,peptidase complex,GO:1905368,0.0154
4FEZ-A,icosahedral viral capsid,GO:0019030,0.0000
4FEZ-A,hemoglobin complex,GO:0005833,0.0000
4FEZ-A,ribonucleoprotein complex,GO:1990904,0.0600
4FEZ-A,photosynthetic membrane,GO:0034357,0.0124
4FEZ-A,replication fork,GO:0005657,0.0046
4FEZ-A,mitochondrion,GO:0005739,0.1330
4FEZ-A,viral envelope,GO:0019031,0.0000
4FEZ-A,proteasome complex,GO:0000502,0.0241
4FEZ-A,cytosol,GO:0005829,0.7698
4FEZ-A,mitochondrial matrix,GO:0005759,0.0154
4FEZ-A,ubiquitin ligase complex,GO:0000151,0.0000
4FEZ-A,outer membrane-bounded periplasmic space,GO:0030288,0.0199
4FEZ-A,transferase complex, transferring phosphorus-containing groups,GO:0061695,0.0108
4FEZ-A,dendritic tree,GO:0097447,0.0000
4FEZ-A,host intracellular region,GO:0043656,0.0004
4FEZ-A,acetyltransferase complex,GO:1902493,0.0000
4FEZ-A,supramolecular complex,GO:0099080,0.0034
4FEZ-A,coated vesicle,GO:0030135,0.0001
4FEZ-A,plasma membrane bounded cell projection,GO:0120025,0.0019
4FEZ-A,presynapse,GO:0098793,0.0000
4FEZ-A,neuronal cell body,GO:0043025,0.0000
4FEZ-A,endosome membrane,GO:0010008,0.0000
4FEZ-A,phagocytic vesicle,GO:0045335,0.0002
4FEZ-A,extrinsic component of plasma membrane,GO:0019897,0.0046
4FEZ-A,centrosome,GO:0005813,0.0000
4FEZ-A,nuclear chromosome,GO:0000228,0.0008
4FEZ-A,actin-based cell projection,GO:0098858,0.0000
4FEZ-A,preribosome,GO:0030684,0.0008
4FEZ-A,histone acetyltransferase complex,GO:0000123,0.0000
4FEZ-A,chromosomal region,GO:0098687,0.0001
4FEZ-A,kinetochore,GO:0000776,0.0000
4FEZ-A,extracellular vesicle,GO:1903561,0.0052
4FEZ-A,vesicle membrane,GO:0012506,0.0000
4FEZ-A,anchoring junction,GO:0070161,0.0001
4FEZ-A,exocytic vesicle,GO:0070382,0.0000
4FEZ-A,envelope,GO:0031975,0.0629
4FEZ-A,glutamatergic synapse,GO:0098978,0.0000
4FEZ-A,proteasome accessory complex,GO:0022624,0.0000
4FEZ-A,chromosome, telomeric region,GO:0000781,0.0000
4FEZ-A,lytic vacuole,GO:0000323,0.0016
4FEZ-A,membrane region,GO:0098589,0.0000
4FEZ-A,small nuclear ribonucleoprotein complex,GO:0030532,0.0000
4FEZ-A,cytoskeleton,GO:0005856,0.0013
4FEZ-A,endopeptidase complex,GO:1905369,0.0269
4FEZ-A,organellar ribosome,GO:0000313,0.0001
4FEZ-A,integral component of plasma membrane,GO:0005887,0.0379
4FEZ-A,storage vacuole,GO:0000322,0.0000
4FEZ-A,ATPase complex,GO:1904949,0.0869
4FEZ-A,membrane raft,GO:0045121,0.0000
4FEZ-A,SWI/SNF superfamily-type complex,GO:0070603,0.0001
4FEZ-A,vesicle,GO:0031982,0.0179
4FEZ-A,small ribosomal subunit,GO:0015935,0.0092
4FEZ-A,ficolin-1-rich granule lumen,GO:1904813,0.0000
4FEZ-A,preribosome, large subunit precursor,GO:0030687,0.0000
4FEZ-A,U2-type precatalytic spliceosome,GO:0071005,0.0000
4FEZ-A,host cell,GO:0043657,0.0011
4FEZ-A,external side of plasma membrane,GO:0009897,0.0033
4FEZ-A,host cell nucleus,GO:0042025,0.0000
4FEZ-A,mitochondrial respirasome,GO:0005746,0.0004
4FEZ-A,intrinsic component of membrane,GO:0031224,0.1109
4FEZ-A,endoplasmic reticulum membrane,GO:0005789,0.0005
4FEZ-A,extracellular organelle,GO:0043230,0.0049
4FEZ-A,vesicle lumen,GO:0031983,0.0000
4FEZ-A,plasma membrane signaling receptor complex,GO:0098802,0.0000
4FEZ-A,nuclear membrane,GO:0031965,0.0000
4FEZ-A,endoplasmic reticulum,GO:0005783,0.0017
4FEZ-A,protein-DNA complex,GO:0032993,0.0098
4FEZ-A,RNA polymerase II transcription regulator complex,GO:0090575,0.0000
4FEZ-A,microtubule cytoskeleton,GO:0015630,0.0008
4FEZ-A,Golgi-associated vesicle,GO:0005798,0.0000
4FEZ-A,membrane coat,GO:0030117,0.0000
4FEZ-A,microtubule associated complex,GO:0005875,0.0001
4FEZ-A,mitochondrial respiratory chain complex I,GO:0005747,0.0001
4FEZ-A,cation channel complex,GO:0034703,0.0000
4FEZ-A,thylakoid membrane,GO:0042651,0.0129
4FEZ-A,secretory vesicle,GO:0099503,0.0003
4FEZ-A,secretory granule membrane,GO:0030667,0.0000
4FEZ-A,spliceosomal complex,GO:0005681,0.0000
4FEZ-A,extrinsic component of membrane,GO:0019898,0.0076
4FEZ-A,Golgi apparatus,GO:0005794,0.0014
4FEZ-A,extracellular space,GO:0005615,0.0280
4FEZ-A,immunoglobulin complex,GO:0019814,0.0000
4FEZ-A,blood microparticle,GO:0072562,0.0000
4FEZ-A,apical part of cell,GO:0045177,0.0000
4FEZ-A,proton-transporting ATP synthase complex, catalytic core F(1),GO:0045261,0.0131
4FEZ-A,contractile fiber,GO:0043292,0.0001
4FEZ-A,DNA-directed RNA polymerase complex,GO:0000428,0.0000
4FEZ-A,condensed nuclear chromosome,GO:0000794,0.0000
4FEZ-A,endonuclease complex,GO:1905348,0.0057
4FEZ-A,organellar small ribosomal subunit,GO:0000314,0.0001
4FEZ-A,cell cortex,GO:0005938,0.0004
4FEZ-A,MHC protein complex,GO:0042611,0.0000
4FEZ-A,cytosolic small ribosomal subunit,GO:0022627,0.0071
4FEZ-A,intracellular vesicle,GO:0097708,0.0072
4FEZ-A,nucleus,GO:0005634,0.1023
4FEZ-A,cilium,GO:0005929,0.0008
4FEZ-A,mitochondrial intermembrane space,GO:0005758,0.0054
4FEZ-A,photosystem II,GO:0009523,0.0002
4FEZ-A,cell-cell junction,GO:0005911,0.0000
4FEZ-A,Golgi apparatus subcompartment,GO:0098791,0.0000
4FEZ-A,intracellular non-membrane-bounded organelle,GO:0043232,0.1285
4FEZ-A,rough endoplasmic reticulum,GO:0005791,0.0001
4FEZ-A,asymmetric synapse,GO:0032279,0.0000
4FEZ-A,cytoplasmic vesicle lumen,GO:0060205,0.0000
4FEZ-A,apical plasma membrane,GO:0016324,0.0000
4FEZ-A,P-body,GO:0000932,0.0000
4FEZ-A,Golgi-associated vesicle membrane,GO:0030660,0.0000
4FEZ-A,protein acetyltransferase complex,GO:0031248,0.0000
4FEZ-A,microbody,GO:0042579,0.0105
4FEZ-A,condensed chromosome,GO:0000793,0.0000
4FEZ-A,ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,GO:0055052,0.0002
4FEZ-A,signal recognition particle,GO:0048500,0.0044
4FEZ-A,endoplasmic reticulum lumen,GO:0005788,0.0000
4FEZ-A,chloroplast thylakoid,GO:0009534,0.0007
4FEZ-A,plastid thylakoid,GO:0031976,0.0005
4FEZ-A,potassium channel complex,GO:0034705,0.0000
4FEZ-A,nucleosome,GO:0000786,0.0002
4FEZ-A,host cell part,GO:0033643,0.0016
4FEZ-A,lytic vacuole membrane,GO:0098852,0.0000
4FEZ-A,side of membrane,GO:0098552,0.0260
4FEZ-A,ATPase dependent transmembrane transport complex,GO:0098533,0.0282
4FEZ-A,intrinsic component of organelle membrane,GO:0031300,0.0001
4FEZ-A,mitochondrial membrane,GO:0031966,0.0049
4FEZ-A,microtubule organizing center,GO:0005815,0.0000
4FEZ-A,host intracellular part,GO:0033646,0.0005
4FEZ-A,ciliary plasm,GO:0097014,0.0005
4FEZ-A,integral component of membrane,GO:0016021,0.1431
4FEZ-A,transcription regulator complex,GO:0005667,0.0002
4FEZ-A,axon,GO:0030424,0.0000
4FEZ-A,lysosomal membrane,GO:0005765,0.0000
4FEZ-A,vacuolar lumen,GO:0005775,0.0000
4FEZ-A,organelle inner membrane,GO:0019866,0.0086
4FEZ-A,cell-substrate junction,GO:0030055,0.0000
4FEZ-A,DNA repair complex,GO:1990391,0.0179
4FEZ-A,microtubule,GO:0005874,0.0003
4FEZ-A,neuron projection,GO:0043005,0.0012
4FEZ-A,condensed chromosome, centromeric region,GO:0000779,0.0000
4FEZ-A,immunoglobulin complex, circulating,GO:0042571,0.0000
4FEZ-A,secretory granule lumen,GO:0034774,0.0000
4FEZ-A,cytoplasmic ribonucleoprotein granule,GO:0036464,0.0004
4FEZ-A,site of polarized growth,GO:0030427,0.0003
4FEZ-A,cell wall,GO:0005618,0.0482
4FEZ-A,cell junction,GO:0030054,0.0004
4FEZ-A,ion channel complex,GO:0034702,0.0000
4FEZ-A,viral membrane,GO:0036338,0.0001
4FEZ-A,catalytic step 2 spliceosome,GO:0071013,0.0000
4FEZ-A,mitochondrial protein complex,GO:0098798,0.0028
4FEZ-A,distal axon,GO:0150034,0.0000
4FEZ-A,cell envelope,GO:0030313,0.0561
4FEZ-A,organelle membrane,GO:0031090,0.0061
4FEZ-A,endoribonuclease complex,GO:1902555,0.0001
4FEZ-A,bounding membrane of organelle,GO:0098588,0.0003
4FEZ-A,plasma membrane,GO:0005886,0.3920
4FEZ-A,cell body,GO:0044297,0.0001
4FEZ-A,photosystem I reaction center,GO:0009538,0.0001
4FEZ-A,periplasmic space,GO:0042597,0.0400
4FEZ-A,organelle envelope lumen,GO:0031970,0.0037
4FEZ-A,mitochondrial envelope,GO:0005740,0.0102
4FEZ-A,virion,GO:0019012,0.0029
4FEZ-A,cell leading edge,GO:0031252,0.0000
4FEZ-A,coated membrane,GO:0048475,0.0000
4FEZ-A,small nucleolar ribonucleoprotein complex,GO:0005732,0.0012
4FEZ-A,outer membrane,GO:0019867,0.0179
